updated,source,company,title,location,is_remote,salary_currency,job_type,url,salary_estimate_min,salary_estimate_max,salary_estimate_median,seniority,skills,company_type
2026-04,hn_whoishiring,Fullstory,Atlanta,,False,USD,full_time,https://www.fullstory.com/,145000.0,195000.0,170000.0,mid,"Session Replay, Analytics, Privacy, JavaScript, React, Node.js, AWS, Docker, Kubernetes, Data Visualization",scaleup
2026-04,hn_whoishiring,COMPANY: Tvrtle,,,False,USD,full_time,https://tvrtle.com/FOUNDING_ENGINEER.md,,,,senior,"Laravel, Vue, Tailwind, AWS, Full Stack, SaaS, Developer Tools, JavaScript, PHP, MySQL",startup
2026-04,hn_whoishiring,Blackshark AI,Software Engineers & Platform Engineers,,True,USD,full_time,https://jobs.eu.lever.co/blackshark/5c596b85-5134-4601-be25-1082b308eb81,80000.0,140000.0,110000.0,mid,"Geospatial AI, Satellite Imagery, 3D Reconstruction, Computer Vision, Python, TensorFlow, PyTorch, AWS, Docker, Kubernetes",scaleup
2026-04,hn_whoishiring,Stealth,Founding Engineer (Distributed Systems),ONSITE,False,USD,full_time,https://news.ycombinator.com/item?id=47249945,150000.0,220000.0,185000.0,senior,"Distributed Systems, Data Platform, AI, Observability, Cost Attribution, Infrastructure, Python, Go, AWS, Kubernetes",startup
2026-04,hn_whoishiring,Redbook,Staff Software Engineer,,True,USD,full_time,https://app.dover.com/apply/redbook-software/fa6c1d33-5de6-4156-8bfc-8a4c04d58c7f,200000.0,250000.0,225000.0,staff,"Staff Engineer, Cloud, Agriculture, Cattle, Field Operations, Financials, SaaS, Backend, Full-Stack, Scalability",scaleup
2026-04,remoteok,ICEYE,Lab Technician,Finland,True,USD,full_time,https://remoteOK.com/remote-jobs/remote-lab-technician-iceye-1130636,45000.0,65000.0,55000.0,junior,"Lab Equipment, Manufacturing, Quality Control, Technical Documentation, Safety Procedures, Data Collection, Sample Processing, Calibration, Inventory Management, Reporting",mid_market
2026-04,hn_whoishiring,Stream,Multiple Positions,,True,USD,full_time,https://tinyurl.com/2u5x9f9w,150000.0,250000.0,200000.0,senior,"Backend, Go, Scalability, Distributed Systems, Senior, Staff, Lead, Director, Principal, Onboarding",scaleup
2026-04,hn_whoishiring,Engineering Square,Multiple Roles,HYBRID,False,USD,full_time,https://news.ycombinator.com/item?id=47248851,200000.0,230000.0,215000.0,mid,"Corporate Law, M&A, PE, Acquisitions, Entertainment, Tech, Consumer, Healthcare, Legal, Finance",agency
2026-04,jobicy,Mercury,Senior Recruiter – Product,"Canada,  USA",True,USD,Full-Time,https://jobicy.com/jobs/140155-senior-recruiter-product,95000.0,140000.0,117500.0,senior,"Recruiting, Talent Acquisition, Product Teams, Sourcing, Interviewing, Employer Branding, ATS, Data Analytics, Communication, Project Management",mid_market
2026-04,jobicy,Colgate-Palmolive,Territory Manager (Calgary) – Contract,Canada,True,CAD,Full-Time,https://jobicy.com/jobs/140143-territory-manager-calgary-contract,60000.0,85000.0,72500.0,mid,"Sales, Territory Management, Consumer Products, Oral Care, Personal Care, Retail, Customer Relations, Market Analysis, Negotiation, Logistics",enterprise
2026-04,hn_whoishiring,Senior Backend Engineer (Architecture & AI Systems),Full-time,,True,USD,full_time,https://howie.systems/careers,100000.0,150000.0,125000.0,senior,"Backend, Architecture, AI, Multi-tenant, Hybrid Search, Document Processing, Knowledge Reuse, Python, FastAPI, Vector Databases",startup
2026-04,hn_whoishiring,We're building AI that predicts whether a wounded soldier survives — before they reach a hospital.,,,False,USD,full_time,https://news.ycombinator.com/item?id=47247499,130000.0,180000.0,155000.0,senior,"ML, Research, CNN, LSTM, Multimodal, Time-series, Video, Clinical Data, Python, TensorFlow",government
2026-04,hn_whoishiring,Colonist,Full-Stack Product Dev,,True,USD,full_time,https://colonist.io/),70000.0,120000.0,95000.0,mid,"Full-Stack, Game Development, Backend, UI, Scalability, Web, Multiplayer, JavaScript, Node.js, React",startup
2026-04,hn_whoishiring,Common Prefix – Software Engineers / Auditors / Support Engineers – Greece – Remote – Full-Time,,,False,USD,full_time,https://commonprefix.notion.site/sw-folk,80000.0,160000.0,120000.0,mid,"Blockchain, Consulting, Software Engineering, Auditing, Support, Scalability, Usability, Crypto, Smart Contracts, Web3",consulting
2026-04,hn_whoishiring,Spotlytt,Full-Time,,True,USD,full_time,https://spotlytt.com,,,,vp,"CTO, Startup, Equity, Product Development, Leadership, Strategy, Video, Audio, Platform, SaaS",startup
2026-04,hn_whoishiring,Tracebit,Full-Time,London/New York,False,USD,full_time,https://tracebit.com,180000.0,200000.0,190000.0,senior,"Security, Intrusion Detection, Cloud, Enterprise, DevOps, Python, Go, AWS, Docker, Monitoring",scaleup
2026-04,hn_whoishiring,9 Mothers Defense,Robotics / Audio Engineers,ONSITE,False,USD,full_time,https://jobs.ashbyhq.com/9-mothers,110000.0,160000.0,135000.0,mid,"Robotics, Audio Engineering, Motor Control, AI, Embedded Systems, C++, Python, Real-time Systems, Drones, Firmware",startup
2026-04,hn_whoishiring,Wave,Applied AI Scientist,,True,USD,full_time,https://wave.com,227900.0,300000.0,263950.0,senior,"AI, Machine Learning, Applied Research, Financial Services, Data Science, Python, TensorFlow, PyTorch, Big Data, Cloud Computing",scaleup
2026-04,remoteok,Cybrid,Senior Full Stack Engineer,Remote,True,USD,full_time,https://remoteOK.com/remote-jobs/remote-senior-full-stack-engineer-cybrid-1130635,140000.0,200000.0,170000.0,senior,"Full Stack Development, JavaScript, React, Node.js, API Development, Blockchain, Stablecoins, Payments, Fintech, System Architecture",startup
2026-04,hn_whoishiring,TrueSpace,Full-Stack Engineer,Hybrid / Remote,True,USD,full_time,https://truespace.com/careers/full-stack-developer/?njs,100000.0,160000.0,130000.0,mid,"Full-Stack Development, JavaScript, Python, Stripe, Billing Systems, AI Agents, Web Applications, Database Design, API Development, Cloud Services",startup
2026-04,hn_whoishiring,Prophet Town LLC,Various Software Engineering Roles,US – Remote and Hybrid,True,USD,full_time,https://forms.gle/Bv5zVjQDjgaLWqSp7.,150000.0,260000.0,205000.0,senior,"Software Engineering, Agency Work, Full-Stack Development, Cloud Computing, DevOps, Client Projects, System Architecture, Agile Methodologies, Team Collaboration, Problem Solving",agency
2026-04,hn_whoishiring,Hi all. I'll maybe try to see if I can get this added to the list of search tools above but here is a tool that allows you to search (text and semantic / tags) as well as chat. Some people found this ,,,False,USD,full_time,https://nthesis.ai/public/hn-who-is-hiring,90000.0,150000.0,120000.0,mid,"Search Technology, Semantic Search, Natural Language Processing, AI Chat, Web Development, API Integration, Data Processing, UI/UX, Cloud Deployment, Machine Learning",startup
2026-04,hn_whoishiring,Freeform (http://freeform.co ),Software Engineers,Onsite,False,USD,full_time,http://freeform.co,67000.0,120000.0,93500.0,mid,"Software Engineering, AI, Manufacturing Systems, Hardware Integration, Python, C++, Robotics, Industrial Automation, System Design, Physics Modeling",startup
2026-04,hn_whoishiring,Substantial,Senior/Staff Software Developer,,True,USD,full_time,https://github.com/aaronjensen/software-development/,150000.0,250000.0,200000.0,senior,"Software Development, Legal Technology, Consulting, Agile Methodologies, Full-Stack, Cloud Services, API Development, Database Management, System Design, Project Management",consulting
2026-04,hn_whoishiring,Mobasi,Founding Engineer,,True,USD,full_time,https://mobasi.ai,240000.0,300000.0,270000.0,senior,"AI, Autonomous Agents, Python, Digital Forensics, Software Orchestration, Law Enforcement Tech, System Architecture, Cloud Computing, DevOps, Security",startup
2026-04,hn_whoishiring,Beatdapp,Data Platform Engineer,ONSITE (Hybrid),False,USD,full_time,https://beatdapp.breezy.hr/p/c031b5e1efd1-data-platform-engineer,100000.0,160000.0,130000.0,mid,"Data Engineering, Machine Learning, Big Data, Cloud Platforms, Python, SQL, Data Pipelines, ML Systems, Fraud Detection, Recommendation Systems",startup
2026-04,hn_whoishiring,"SwingVision is the AI tennis & pickleball app that provides automated stats, highlights, and line calling using just your phone. Our mission is to democratize the pro sports experience for all athlete",,,False,USD,full_time,https://app.deel.com/job-boards/swingvision/job-details/f2489edd-e2f7-44f6-84e1-51ce5c6cbb10.,140000.0,220000.0,180000.0,senior,"iOS, Swift, Objective-C, Mobile Development, AI, Computer Vision, Sports Technology, App Development, UI/UX, API Integration",startup
2026-04,remoteok,Cobalt Service Partners,VP Data and Analytics,Remote,True,USD,full_time,https://remoteOK.com/remote-jobs/remote-vp-data-and-analytics-cobalt-service-partners-1130633,180000.0,280000.0,230000.0,vp,"Data Strategy, Analytics, Business Intelligence, Leadership, Private Equity, Team Management, Data Governance, KPIs, Reporting, Stakeholder Management",scaleup
2026-04,remoteok,Embrace,Growth Customer Success Lead,United States - East Coast,True,USD,full_time,https://remoteOK.com/remote-jobs/remote-growth-customer-success-lead-embrace-1130632,110000.0,160000.0,135000.0,senior,"Customer Success, AI, Automation, SaaS, Data Analysis, CRM, Process Improvement, Account Management, Retention Strategies, Scaled Operations",startup
2026-04,remoteok,ChowNow ,Senior Sales Enablement Program Manager,Remote,True,USD,full_time,https://remoteOK.com/remote-jobs/remote-senior-sales-enablement-program-manager-chownow-1130631,100000.0,150000.0,125000.0,senior,"Sales Enablement, Program Management, Salesforce, Content Development, Training, CRM, Data Analysis, Marketing Automation, SaaS, Restaurant Technology",scaleup
2026-04,remoteok,Palmetto Clean Technology,Relationship Manager Northeast,Remote,True,USD,full_time,https://remoteOK.com/remote-jobs/remote-relationship-manager-northeast-palmetto-clean-technology-1130630,75000.0,110000.0,92500.0,mid,"Sales, Customer Relationship Management, Renewable Energy, Solar Technology, Account Management, Negotiation, Market Analysis, B2B Sales, Sustainability, Clean Tech",scaleup
2026-04,remoteok,"Striim, Inc.",Project Manager Cloud Migrations and Partner Programs,Remote,True,USD,full_time,https://remoteOK.com/remote-jobs/remote-project-manager-cloud-migrations-and-partner-programs-striim-inc-1130629,95000.0,140000.0,117500.0,mid,"Project Management, Cloud Migration, AWS, Azure, Data Integration, Stakeholder Management, Agile, Scrum, Partner Management, Salesforce",scaleup
2026-04,remoteok,Concentric Advisors,Senior Open Source Intelligence Analyst,"Seattle, Washington",True,USD,full_time,https://remoteOK.com/remote-jobs/remote-senior-open-source-intelligence-analyst-concentric-advisors-1130628,85000.0,130000.0,107500.0,senior,"OSINT, Threat Intelligence, Risk Analysis, Cybersecurity, Data Analysis, Python, SQL, Social Media Monitoring, Geopolitical Analysis, Reporting",mid_market
2026-04,remoteok,Pomelo Care,Software Engineer,Remote,True,USD,full_time,https://remoteOK.com/remote-jobs/remote-software-engineer-pomelo-care-1130627,100000.0,160000.0,130000.0,mid,"Python, JavaScript, React, Node.js, Healthcare APIs, HIPAA Compliance, Data Security, Telemedicine, Electronic Health Records, Agile",scaleup
2026-04,remoteok,Kunai,Senior Cloud Engineer,United States,True,USD,full_time,https://remoteOK.com/remote-jobs/remote-senior-cloud-engineer-kunai-1130626,120000.0,180000.0,150000.0,senior,"AWS, Azure, GCP, Kubernetes, Docker, Terraform, CI/CD, Microservices, DevOps, Cloud Security",agency
2026-04,remoteok,Figure,Loan Officer,Remote,True,USD,full_time,https://remoteOK.com/remote-jobs/remote-loan-officer-figure-1130625,70000.0,120000.0,95000.0,mid,"Loan Origination, Blockchain, Financial Analysis, Mortgage Lending, Regulatory Compliance, Customer Service, Sales, Fintech, AI, Automation",scaleup
2026-04,hn_whoishiring,ML6,"Machine Learning Engineer, Data Engineer","Amsterdam, Berlin, Munich, Eindhoven, Ghent (EU) On-site/hybrid",False,USD,full_time,https://www.ml6.eu/knowledge-hub/blog,80000.0,140000.0,110000.0,mid,"Python, TensorFlow, PyTorch, GCP, AWS, Azure, Machine Learning, Data Engineering, AI Research, Cloud Computing",consulting
2026-04,hn_whoishiring,Comulate,Senior Engineer (3+ YoE),"ONSITE in San Francisco, CA",False,USD,full_time,https://about.comulate.com/careers,140000.0,200000.0,170000.0,senior,"Automation, AI, Insurance, Software Engineering, Backend Development, Python, Machine Learning, SaaS, Product Development, Cloud Computing",scaleup
2026-04,remoteok,Eleventh Hour Games,Senior Sound Designer,Remote,True,USD,full_time,https://remoteOK.com/remote-jobs/remote-senior-sound-designer-eleventh-hour-games-1130624,80000.0,120000.0,100000.0,senior,"Sound Design, Audio Engineering, Wwise, FMOD, Game Audio, Music Composition, Foley, Mixing, Mastering, Interactive Audio",startup
2026-04,remoteok,Eleventh Hour Games,Lead VFX Artist,Remote,True,USD,full_time,https://remoteOK.com/remote-jobs/remote-lead-vfx-artist-eleventh-hour-games-1130623,90000.0,140000.0,115000.0,senior,"VFX, Unity, Unreal Engine, 3D Modeling, Animation, Game Development, Shader Programming, Particle Systems, Real-time Rendering, Art Direction",startup
2026-04,remoteok,Accenture Federal Services,Cloud Architect,"Reston, VA",True,USD,full_time,https://remoteOK.com/remote-jobs/remote-cloud-architect-accenture-federal-services-1130620,140000.0,220000.0,180000.0,senior,"Cloud Architecture, AWS, Azure, GCP, Federal Government, Security, DevOps, Infrastructure, Migration, Consulting",enterprise
2026-04,remoteok,ArenaNet,Contract Senior Gameplay Animator,Bellevue,True,USD,full_time,https://remoteOK.com/remote-jobs/remote-contract-senior-gameplay-animator-arenanet-1130619,90000.0,150000.0,120000.0,senior,"Gameplay Animation, 3D Animation, Maya, Motion Capture, Character Animation, Game Development, Rigging, Unreal Engine, Cinematics, Contract",mid_market
2026-04,hn_whoishiring,Estuary,,,True,USD,full_time,https://estuary.dev/,150000.0,220000.0,185000.0,senior,"Data Replication, CDC, OLAP, Open Source, Data Engineering, Backend Development, Go, Python, Distributed Systems, Cloud Computing",scaleup
2026-04,hn_whoishiring,Di Rezze Family Office,AI-Native Technical Operations Lead,"Miami, FL (ONSITE)",False,USD,full_time,https://news.ycombinator.com/item?id=47237652,130000.0,200000.0,165000.0,senior,"AI, Clinical Data, Platform Architecture, Technical Operations, Healthcare IT, Data Engineering, Machine Learning, DevOps, Cloud Infrastructure, Product Development",startup
2026-04,hn_whoishiring,Tangible Materials,AI Engineer,,True,USD,full_time,https://careers.tangiblematerials.com/jobs/cad58c98-2666-466a-94d2-4f16c7dd5ff6,140000.0,160000.0,150000.0,mid,"AI, Machine Learning, Natural Language Processing, Document Parsing, Construction, Data Analysis, Python, TensorFlow, PyTorch, Computer Vision",startup
2026-04,hn_whoishiring,Mechanize,,"San Francisco, CA (Onsite)",False,USD,full_time,https://jobs.ashbyhq.com/mechanize,250000.0,375000.0,312500.0,mid,"Reinforcement Learning, AI Training, Software Engineering, Python, Machine Learning, Simulation Environments, Research, Deep Learning, Model Training, Backend Development",scaleup
2026-04,hn_whoishiring,Bloomberg,Senior Software Engineer,Hybrid (NYC),False,USD,full_time,https://bloomberg.avature.net/careers/Public?jobId=17745,160000.0,240000.0,200000.0,senior,"Software Engineering, Infrastructure, Security, Identity Verification, High Availability Systems, Scalability, C++, Python, Cloud, DevOps",enterprise
2026-04,hn_whoishiring,Littlebird.ai,Sr. AI SWE's + React/RN + Product Analyst,,True,USD,full_time,https://jobs.gem.com/littlebird/am9icG9zdDrOmVuqR5Sy4TSPZbhEQ1ZO,150000.0,250000.0,200000.0,senior,"AI, Machine Learning, React, React Native, Product Analysis, Personal Agents, Contextual AI, Memory Systems, Natural Language Processing, Mobile Development",startup
2026-04,hn_whoishiring,Reckon Digital,Full-Stack Software Engineer,,True,USD,full_time,https://reckondigital.com/,80000.0,130000.0,105000.0,mid,"Python, React, AWS, Postgres, Full-Stack Development, JavaScript, API Development, Cloud Computing, Database Management, Web Development",agency
2026-04,remoteok,RWS TrainAI,AI Data Specialist Chinese Simplified,Singapore,True,USD,full_time,https://remoteOK.com/remote-jobs/remote-ai-data-specialist-chinese-simplified-rws-trainai-1130618,35360.0,35360.0,35360.0,junior,"AI Data, Chinese, Content Moderation, Data Annotation, Language Processing, Quality Assurance, Freelance, Part-time, Flexible, Remote Work",agency
2026-04,remoteok,RWS TrainAI,AI Data Specialist Polish,Warsaw,True,USD,full_time,https://remoteOK.com/remote-jobs/remote-ai-data-specialist-polish-rws-trainai-1130617,20800.0,20800.0,20800.0,junior,"AI Data, Polish, Content Moderation, Data Annotation, Language Processing, Quality Assurance, Freelance, Part-time, Flexible, Remote Work",agency
2026-04,remoteok,GiveWell,Salesforce Administrator,United States,True,USD,full_time,https://remoteOK.com/remote-jobs/remote-salesforce-administrator-givewell-1130616,75000.0,120000.0,97500.0,mid,"Salesforce, Administration, CRM, Nonprofit, Data Management, Automation, Reporting, Integration, Apex, Lightning",nonprofit
2026-04,remoteok,Coin Market Cap Ltd,Business Development Manager 3 months renewable,Remote,True,USD,full_time,https://remoteOK.com/remote-jobs/remote-business-development-manager-3-months-renewable-coin-market-cap-ltd-1130615,80000.0,140000.0,110000.0,mid,"Business Development, Cryptocurrency, Sales, Partnerships, Market Analysis, Blockchain, Fintech, Negotiation, Strategy, Networking",mid_market
2026-04,hn_whoishiring,ModPhone.ai,Business Development,,True,USD,full_time,https://news.ycombinator.com/item?id=47236048,60000.0,120000.0,90000.0,mid,"Sales, Cold Calling, LinkedIn Outreach, Email Marketing, CRM, Negotiation, Business Development, Commission Structures, SaaS, B2B",startup
2026-04,remoteok,Level,Senior Frontend Engineer,Remote,True,USD,full_time,https://remoteOK.com/remote-jobs/remote-senior-frontend-engineer-level-1130614,130000.0,190000.0,160000.0,senior,"Frontend, React, JavaScript, TypeScript, UI/UX, Real-time Data, Automation, RMM, Web Development, Performance",scaleup
2026-04,hn_whoishiring,"Mobian is hiring Senior / Staff Engineers (Remote, Global) — AI-First Systems + Rapid Prototyping",,,False,USD,full_time,https://themobian.ai/about,180000.0,250000.0,215000.0,senior,"AI/ML, Systems, Prototyping, Python, Cloud, Scalability, Advertising, Data Engineering, DevOps, API",scaleup
2026-04,remoteok,Chainguard,Technical Support Engineer EMEA,Germany - Remote; United Kingdom - Remote,True,USD,full_time,https://remoteOK.com/remote-jobs/remote-technical-support-engineer-emea-chainguard-1130613,70000.0,110000.0,90000.0,mid,"Technical Support, Chainguard Images, Container Security, DevOps, Troubleshooting, Customer Service, Linux, Docker, Kubernetes, Cloud",startup
2026-04,remoteok,Bloomreach,Senior Engineering Manager Data Pipeline,Slovakia,True,USD,full_time,https://remoteOK.com/remote-jobs/remote-senior-engineering-manager-data-pipeline-bloomreach-1130612,140000.0,220000.0,180000.0,senior,"Data Pipeline, Engineering Management, AI, Personalization, Search, Machine Learning, Big Data, Cloud, Scalability, Team Leadership",scaleup
2026-04,hn_whoishiring,BREAKFAST,Senior Software Engineer,ONSITE,False,USD,full_time,https://youtu.be/Y-X82D1dBLc?si=Dj-5casrqoXP9wVy&t=228,170000.0,220000.0,195000.0,senior,"Software Engineering, Data-Driven, Hardware, Python, Embedded Systems, Prototyping, IoT, Cloud, API, DevOps",startup
2026-04,remoteok,Weekday AI,ParaView Expert,Remote,True,USD,full_time,https://remoteOK.com/remote-jobs/remote-paraview-expert-weekday-ai-1130610,39520.0,135200.0,87360.0,mid,"ParaView, Visualization, Data Analysis, Scientific Computing, Python, C++, VTK, HPC, Simulation, 3D Graphics",startup
2026-04,remoteok,Tenstorrent,Staff Engineer Software Release and Packaging RISC V,Remote,True,USD,full_time,https://remoteOK.com/remote-jobs/remote-staff-engineer-software-release-and-packaging-risc-v-tenstorrent-1130609,180000.0,250000.0,215000.0,staff,"Software Engineering, RISC-V, Release Management, Packaging, AI, Compilers, Linux, C++, Python, Semiconductors",startup
2026-04,remoteok,SimplyInsured,Partnerships Success Manager,Remote,True,USD,full_time,https://remoteOK.com/remote-jobs/remote-partnerships-success-manager-simplyinsured-1130608,80000.0,120000.0,100000.0,mid,"Partnerships, Account Management, Health Insurance, Customer Success, Sales, Communication, Problem Solving, CRM, Analytics, Relationship Building",scaleup
2026-04,remoteok,Federato,Senior Data Engineer,Remote,True,USD,full_time,https://remoteOK.com/remote-jobs/remote-senior-data-engineer-federato-1130607,130000.0,190000.0,160000.0,senior,"Data Engineering, Python, SQL, AI, Insurance, Cloud, Data Pipelines, Machine Learning, Big Data, ETL",startup
2026-04,remoteok,Mento,Data Engineer,Remote,True,USD,full_time,https://remoteOK.com/remote-jobs/remote-data-engineer-mento-1130606,100000.0,150000.0,125000.0,mid,"Data Engineering, Python, SQL, ETL, Data Pipelines, AWS, Data Warehousing, Big Data, AI, Coaching",startup
2026-04,remoteok,XXIX,Senior Product Designer,Remote,True,USD,full_time,https://remoteOK.com/remote-jobs/remote-senior-product-designer-xxix-1130605,120000.0,180000.0,150000.0,senior,"Product Design, UI/UX, Figma, Design Systems, Complex Projects, Leadership, Prototyping, User Research, Collaboration, Creative",agency
2026-04,hn_whoishiring,Rover,Analytics (Multiple Roles),"Barcelona, Spain & Seattle, USA",False,USD,full_time,https://www.rover.com/careers/,110000.0,160000.0,135000.0,mid,"Analytics, Data Science, SQL, Python, Statistics, Visualization, A/B Testing, Cloud, Machine Learning, Business Intelligence",mid_market
2026-04,hn_whoishiring,Instinct Science,Senior Full-Stack Engineer,,True,USD,full_time,https://instinctscience.applytojob.com/apply/1H156iuuzg/Senior-FullStack-Engineer,150000.0,175000.0,162500.0,senior,"Full-Stack, AI/ML, Cloud, Python, React, Node.js, Healthcare, EMR, DevOps, API",scaleup
2026-04,hn_whoishiring,ChainSecurity,Blockchain Security Engineer,"INTERNS , HYBRID/REMOTE, Zurich, Switzerland",True,USD,full_time,https://chainsecurity.com/,80000.0,120000.0,100000.0,intern,"Blockchain, Cybersecurity, Smart Contracts, Cryptography, Python, Solidity, Security, Web3, Auditing, DevOps",startup
2026-04,hn_whoishiring,Puntt.ai,Full-time,Hybrid,False,USD,full_time,https://wellfound.com/l/2C4jex,150000.0,200000.0,175000.0,mid,"Enterprise Software, Compliance, Automation, Python, Cloud, SaaS, Backend, API, DevOps, Data Engineering",startup
2026-04,hn_whoishiring,Hiring – REMOTE LATAM - We build AI tools that help high-volume law firms manage their caseloads more efficiently. Our first product—an AI assistant that transcribes and classifies inbound calls—is in,,,False,USD,full_time,https://tramcase.na.teamtailor.com/jobs,120000.0,180000.0,150000.0,mid,"AI/ML, Python, NLP, Automation, Workflow, Cloud, Data Engineering, Software Engineering, Legal Tech, APIs",startup
2026-04,hn_whoishiring,Findigs,Full-time,,False,USD,full_time,https://jobs.lever.co/findigs/1ea92751-1c85-4eb6-84b4-86c5293fb477?lever-origin=applied&lever-source%5B%5D=HackerNews),140000.0,190000.0,165000.0,mid,"Python, Typescript, Node.js, React, Cloud, Scalability, Full-Stack, API, DevOps, Database",scaleup
2026-04,hn_whoishiring,CVector,Senior Software Engineer – Backend & AI Infra,ONSITE,False,USD,full_time,https://techcrunch.com/2026/01/26/ai-startup-cvector-raises-5m-for-its-industrial-nervous-system/,180000.0,250000.0,215000.0,senior,"Backend, AI Infrastructure, Python, Real-time Systems, Optimization, Data Engineering, Cloud, Machine Learning, Scalability, DevOps",startup
2026-04,hn_whoishiring,Innolitics,Medical Device Engineers + Physician-Scientist (MD/PhD),,True,USD,full_time,https://innolitics.com/careers/,180000.0,250000.0,215000.0,senior,"AI/ML, Medical Devices, FDA Regulations, Python, Cybersecurity, Software Engineering, Regulatory Compliance, Healthcare, Cloud, Data Science",scaleup
2026-04,hn_whoishiring,"Full Time and Part Time roles Distark is hiring, an edutainment brand building learning videos for Education. Our small, passionate team creates animated shows and learning tools that help kids (ages ",,,False,USD,full_time,https://www.youtube.com/watch?v=c46VaM_VZGU,70000.0,120000.0,95000.0,mid,"Animation, Automation, Video Production, Edutainment, Content Creation, Python, Scripting, Educational Tools, Story Writing, YouTube",startup
2026-04,remoteok,Begini,Crypto Market Operations Trainee,Remote,True,USD,full_time,https://remoteOK.com/remote-jobs/remote-crypto-market-operations-trainee-begini-1130604,40000.0,60000.0,50000.0,junior,"Crypto, Market Operations, Trading, Data Analysis, Blockchain, Research, Digital Assets, Market Data, Behavioral Analysis, Python",startup
2026-04,hn_whoishiring,Upway,"Software Engineers (All levels), Senior Product Designer, Senior Product Managers",Paris (ONSITE),False,USD,full_time,https://like-piper-15f.notion.site/tech,120000.0,200000.0,160000.0,mid,"Software Engineering, E-commerce, Marketplace, Scalability, Full-stack Development, Product Design, Product Management, React, Node.js, AWS",scaleup
2026-04,hn_whoishiring,Confido Legal,Security Engineer (Senior Software Engineer – Security),,True,USD,full_time,https://confidolegal.com/about,175000.0,230000.0,202500.0,senior,"Security Engineering, Fintech, Payments, Software Development, Compliance, Encryption, API Security, Cloud Security, Python, Incident Response",startup
2026-04,hn_whoishiring,Neocom,Senior Python Engineer,Onsite,False,USD,full_time,https://news.ycombinator.com/item?id=47231224,85000.0,130000.0,107500.0,senior,"Python, Chatbots, E-commerce, Guided Selling, Natural Language Processing, API Development, Backend Systems, Django, PostgreSQL, AWS",scaleup
2026-04,hn_whoishiring,Zo Computer,"Systems Engineer, Product Engineer",,False,USD,full_time,https://zo.computer/careers,160000.0,250000.0,205000.0,senior,"Systems Engineering, Product Engineering, Personal Data Management, Automation, AI, Software Architecture, Cloud Computing, Python, API Development, Security",startup
2026-04,remoteok,Mercury,Product Design Intern,"San Francisco, CA",True,USD,full_time,https://remoteOK.com/remote-jobs/remote-product-design-intern-mercury-1130603,50000.0,70000.0,60000.0,intern,"Product Design, UI/UX, Figma, Design Thinking, Prototyping, User Research, Visual Design, Collaboration, Feedback, Learning",startup
2026-04,hn_whoishiring,Pennylane,Machine Learning Manager,Remote or Hybrid from Paris,True,USD,full_time,https://jobs.lever.co/pennylane/f5730a1c-ebf2-4965-a263-481273f7c83e,150000.0,220000.0,185000.0,senior,"Machine Learning, Financial Systems, Accounting Automation, AI, Python, Data Analysis, Team Management, SME Finance, Product Strategy, Cloud Infrastructure",scaleup
2026-04,hn_whoishiring,Newbuilds,Full-time,,True,USD,full_time,https://careers.staffer.ai/jobs/7247377-remote-senior-ruby-on-rails-developer-at-newbuilds,100000.0,160000.0,130000.0,senior,"Ruby on Rails, Backend Architecture, Scalability, Performance Optimization, API Integrations, Proptech, Marketing Platforms, PostgreSQL, Redis, AWS",scaleup
2026-04,hn_whoishiring,CrazyGames,Full-time,,True,USD,full_time,https://about.crazygames.com/,80000.0,150000.0,115000.0,mid,"WebGPU, WebAssembly, 3D Graphics, Browser Games, JavaScript, Game Development, Performance Optimization, HTML5, WebGL, Cross-platform Development",scaleup
2026-04,hn_whoishiring,LiveEO,Senior ML Engineer,Hybrid,False,USD,full_time,https://liveeo-gmbh.jobs.personio.de/job/2540514,90000.0,140000.0,115000.0,senior,"Computer Vision, Satellite Imagery, Multimodal Models, Multitemporal Analysis, Python, TensorFlow, PyTorch, Geospatial Data, AI, Infrastructure Monitoring",scaleup
2026-04,hn_whoishiring,Glitch is building the AI agent for Advertising,,,False,USD,full_time,https://news.ycombinator.com/item?id=47230320,140000.0,220000.0,180000.0,senior,"LLMs, Machine Learning, Digital Advertising, AI, Context Understanding, Market Analysis, ML Algorithms, Python, Data Processing, Cloud Computing",startup
2026-04,hn_whoishiring,Checkly,Multiple Roles,,True,USD,full_time,https://www.checklyhq.com/,150000.0,220000.0,185000.0,senior,"OpenTelemetry, Playwright, Monitoring, Observability, DevOps, Cloud Infrastructure, TypeScript, Node.js, Testing Automation, API Development",scaleup
2026-04,hn_whoishiring,Climatealigned,,London,False,USD,full_time,https://climatealigned.co,140000.0,210000.0,175000.0,senior,"Python, JavaScript, AI Agents, GPT Models, Climate Finance, Data Analytics, Machine Learning, Full-stack, Cloud Computing, API Development",startup
2026-04,hn_whoishiring,Jahia,Full-Time,,True,USD,full_time,https://fr.indeed.com/job/senior-software-developer-platform-and-cloud-0b9930ef04a47aae?from=iaBackPress,140000.0,200000.0,170000.0,senior,"Java, Spring, Cloud Platforms, CMS, Digital Experience Platforms, Microservices, DevOps, Kubernetes, API Development, SaaS",mid_market
